action,priority,surface,in_use,issue,key,file,current_en,suggested_en,new_en,current_fr,new_fr,current_de,new_de,current_es,new_es,current_ja,new_ja,current_zh-TW,new_zh-TW,current_zh-CN,new_zh-CN,current_pt,new_pt,current_nl,new_nl,current_sv,new_sv,current_it,new_it,current_uk,new_uk,current_ru,new_ru,current_ko,new_ko,current_tr,new_tr,notes
review,P1,other,yes,style-review,Africa,public/locales/{code}/translation.json,Africa,,,Afrique,,Afrika,,África,,アフリカ,,非洲,,非洲,,África,,Afrika,,Afrika,,Africa,,Африка,,Африка,,아프리카,,Afrika,,
review,P1,other,yes,style-review,"After setting, you can",public/locales/{code}/translation.json,"After setting, you can",,,"Après la configuration, vous pouvez",,Nach der Einstellung können Sie,,"Después de configurarlo, puede",,設定後、,,設定完成後，你可以,,设置后，您可以,,"Depois de configurar, pode",,Na het instellen kunt u,,Efter inställningen kan du,,"Dopo l'impostazione, puoi",,Після налаштування ви можете,,После настройки вы можете,,"설정 후, 다음을 수행할 수 있습니다.",,Ayarladıktan sonra,,
review,P1,other,yes,style-review,all in Basic Plan,public/locales/{code}/translation.json,All features from Basic Plan,,,Toutes les fonctionnalités du plan Basic,,Alle Funktionen aus dem Basic Plan,,Todas las funciones del plan Basic,,Basic プランの全機能,,基本計劃的所有功能,,所有功能都在Basic计划中,,Todas as funcionalidades do plano Basic,,Alle functies van het Basic-plan,,Alla funktioner i Basic-planen,,Tutte le funzionalità del piano Basic,,Всі функції з базового плану,,Все функции из базового плана,,기본 플랜의 모든 기능,,Basic Plan'daki tüm özellikler,,
review,P1,other,yes,style-review,all in Pro Plan,public/locales/{code}/translation.json,All features from Pro Plan,,,Toutes les fonctionnalités du plan Pro,,Alle Funktionen aus dem Pro Plan,,Todas las funciones del plan Pro,,Pro プランの全機能,,Pro Plan 的所有功能,,所有功能都在Pro计划中,,Todas as funcionalidades do plano Pro,,Alle functies van het Pro-plan,,Alla funktioner i Pro-planen,,Tutte le funzionalità del piano Pro,,Всі функції з професійного плану,,Все функции тарифного плана Pro,,Pro Plan의 모든 기능,,Pro Plan'daki tüm özellikler,,
review,P1,other,yes,style-review,Always on,public/locales/{code}/translation.json,Always on,,,Toujours activé,,Immer aktiv,,Siempre activo,,常時オン,,一律開啟,,默认开启,,Sempre ativo,,Altijd aan,,Alltid på,,Sempre attivo,,Завжди увімкнено,,Всегда включено,,항상 켜짐,,Her zaman açık,,
review,P1,other,yes,style-review,Annual payment after discount,public/locales/{code}/translation.json,Annual payment after discount,,,Paiement annuel après réduction,,Jährliche Zahlung nach Rabatt,,Pago anual después del descuento,,割引後の年間支払い,,折扣後年付,,年度支付后折扣,,Pagamento anual com desconto,,Jaarlijkse betaling na korting,,Årsbetalning efter rabatt,,Pagamento annuale scontato,,Річна оплата зі знижкою,,Ежегодный платеж после скидки,,할인 후 연간 결제,,İndirim sonrası yıllık ödeme,,
review,P1,other,yes,style-review,Annual payment discount,public/locales/{code}/translation.json,Annual payment discount,,,Réduction pour paiement annuel,,Jährlicher Zahlungsrabatt,,Descuento por pago anual,,年間支払い割引,,年度付款折扣,,年度支付折扣,,Desconto por pagamento anual,,Korting bij jaarlijkse betaling,,Rabatt vid årsbetalning,,Sconto pagamento annuale,,Знижка при річній оплаті,,Скидка за годовой платеж,,연간 결제 할인,,Yıllık ödeme indirimi,,
review,P1,other,yes,style-review,Apply for,public/locales/{code}/translation.json,Apply for,,,Demander,,Anwenden für,,Solicitar,,適用対象,,申請,,适用,,Solicitar,,Aanvragen voor,,Ansök om,,Richiedi,,Застосувати для,,Подать заявку,,신청하세요,,Başvur,,
review,P1,other,yes,style-review,"Are you sure to delete this language? After deletion, the translation data will be deleted together",public/locales/{code}/translation.json,Are you sure you want to delete this language? Deleting it will also remove all related translation data.,,,Êtes-vous sûr de vouloir supprimer cette langue ? La suppression entraînera également la suppression de toutes les données de traduction associées.,,"Sind Sie sicher, dass Sie diese Sprache löschen möchten? Das Löschen entfernt auch alle zugehörigen Übersetzungsdaten.",,"¿Está seguro de que desea eliminar este idioma? Al eliminarlo, también se eliminarán todos los datos de traducción relacionados.",,この言語を削除しますか？削除すると関連する翻訳データもすべて削除されます。,,您確定要刪除此語言嗎？刪除它會同時刪除所有相關的翻譯資料。,,您确定要删除此语言吗？删除后，翻译数据将一起删除,,Tem a certeza de que pretende eliminar este idioma? A eliminação removerá também todos os dados de tradução relacionados.,,Weet u zeker dat u deze taal wilt verwijderen? Bij verwijdering worden ook alle gerelateerde vertaalgegevens verwijderd.,,Är du säker på att du vill ta bort detta språk? Borttagning tar även bort all relaterad översättningsdata.,,Sei sicuro di voler eliminare questa lingua? L'eliminazione rimuoverà anche tutti i dati di traduzione correlati.,,"Ви впевнені, що хочете видалити цю мову? Після видалення дані перекладу також будуть видалені.",,"Вы уверены, что хотите удалить этот язык? Удаление его также удалит все связанные данные перевода.",,이 언어를 삭제하시겠습니까? 삭제하면 관련 번역 데이터도 모두 삭제됩니다.,,Bu dili silmek istediğinizden emin misiniz? Silindiğinde ilgili tüm çeviri verileri de kaldırılacaktır.,,
review,P1,other,yes,style-review,Article,public/locales/{code}/translation.json,Articles,,,Article,,Artikel,,Artículo,,記事,,文章,,文章,,Artigo,,Artikel,,Artikel,,Articoli,,Статті,,Статья,,조항,,Makale,,
review,P1,other,yes,style-review,Articles,public/locales/{code}/translation.json,Articles,,,Articles,,Artikel,,Artículos,,記事,,文章,,文章,,Artigos,,Artikelen,,Artiklar,,Articoli,,Статті,,Устав,,조항,,Makaleler,,
review,P1,other,yes,style-review,Asia,public/locales/{code}/translation.json,Asia,,,Asie,,Asien,,Asia,,アジア,,亞洲,,亚洲,,Ásia,,Azië,,Asien,,Asia,,Азія,,Азиатский,,아시아,,Asya,,
review,P1,other,yes,style-review,Auto,public/locales/{code}/translation.json,Auto,,,Auto,,Automatisch,,Auto,,自動,,汽車,,自动,,Auto,,Auto,,Auto,,Automatico,,Авто,,Автоматический режим,,자동,,Otomatik,,
review,P1,other,yes,style-review,Auto adaptation settings,public/locales/{code}/translation.json,Auto adaptation settings,,,Paramètres d'adaptation automatique,,Automatische Anpassungseinstellungen,,Configuración de adaptación automática,,自動適応設定,,自動適應設定,,自动适配设置,,Definições de adaptação automática,,Instellingen voor automatische aanpassing,,Inställningar för automatisk anpassning,,Impostazioni di adattamento automatico,,Налаштування автоматичної адаптації,,Настройки автоподстройки,,자동 적응 설정,,Otomatik uyarlama ayarları,,
review,P1,other,yes,style-review,Auto translate updated successfully,public/locales/{code}/translation.json,Auto translate updated successfully,,,Traduction automatique mise à jour avec succès,,Auto-Übersetzung erfolgreich aktualisiert,,Traducción automática actualizada correctamente,,自動翻訳を更新しました,,自動翻譯更新成功,,自动翻译更新成功,,Tradução automática atualizada com sucesso,,Automatisch vertalen succesvol bijgewerkt,,Automatisk översättning uppdaterad,,Traduzione automatica aggiornata con successo,,Автоматичний переклад успішно оновлено,,Автоматический перевод успешно обновлен,,자동 번역이 성공적으로 업데이트되었습니다.,,Otomatik çeviri başarıyla güncellendi,,
review,P1,other,yes,style-review,Auto translation,public/locales/{code}/translation.json,Auto-translate,,,Traduction automatique,,Auto-Übersetzung,,Traducción automática,,自動翻訳,,自動翻譯,,自动翻译,,Tradução automática,,Automatisch vertalen,,Automatisk översättning,,Traduzione automatica,,Автоматичний переклад,,Авто-перевод,,자동 번역,,Otomatik çeviri,,
review,P1,other,yes,style-review,Auto-translate third-party apps,public/locales/{code}/translation.json,Auto-translate third-party apps,,,Traduire automatiquement les applications tierces,,Drittanbieter-Apps automatisch übersetzen,,Traducir automáticamente aplicaciones de terceros,,サードパーティアプリを自動翻訳,,自動翻譯第三方應用程式,,自动翻译第三方 app,,Traduzir automaticamente aplicações de terceiros,,Apps van derden automatisch vertalen,,Översätt tredjepartsappar automatiskt,,Traduci automaticamente app di terze parti,,Автоматичний переклад сторонніх застосунків,,Автоперевод сторонних приложений,,타사 앱 자동 번역,,Üçüncü taraf uygulamaları otomatik çevir,,
review,P1,other,yes,style-review,Automatic IP switching,public/locales/{code}/translation.json,Automatic IP switching,,,Basculement automatique par IP,,Automatisches IP-Umschalten,,Cambio automático por IP,,自動 IP 切替,,自動IP切換,,自动 IP 切换,,Mudança automática por IP,,Automatisch IP-schakelen,,Automatisk IP-växling,,Commutazione IP automatica,,Автоматичне перемикання за IP,,Автоматическое переключение IP,,자동 IP 전환,,Otomatik IP geçişi,,
review,P1,other,yes,style-review,Automatic translation updates,public/locales/{code}/translation.json,Automatic translation updates,,,Mises à jour automatiques des traductions,,Automatische Übersetzungsupdates,,Actualizaciones automáticas de traducción,,自動翻訳更新,,自動翻譯更新,,自动翻译更新,,Atualizações automáticas de tradução,,Automatische vertaalupdates,,Automatiska översättningsuppdateringar,,Aggiornamenti traduzione automatici,,Автоматичні оновлення перекладу,,Автоматическое обновление перевода,,자동 번역 업데이트,,Otomatik çeviri güncellemeleri,,
review,P1,other,yes,style-review,Available now,public/locales/{code}/translation.json,Available now,,,Disponible maintenant,,Jetzt verfügbar,,Disponible ahora,,現在利用可能,,目前可用,,当前可用,,Disponível agora,,Nu beschikbaar,,Tillgängliga nu,,Disponibili ora,,Доступно зараз,,Доступно сейчас,,지금 사용 가능,,Şu anda kullanılabilir,,
review,P1,other,yes,style-review,basic_features1,public/locales/{code}/translation.json,Purchase extra characters (10% discount),,,Acheter des caractères supplémentaires (10 % de réduction),,Zusätzliche Zeichen kaufen (10% Rabatt),,Comprar caracteres adicionales (10 % de descuento),,追加文字の購入（10% 割引）,,購買額外角色（10%折扣）,,购买额外字符（10% 折扣）,,Comprar caracteres extra (desconto de 10%),,Extra tekens kopen (10% korting),,Köp extra tecken (10 % rabatt),,Acquista caratteri extra (sconto del 10%),,Купівля додаткових символів (знижка 10%),,Приобретите дополнительных персонажей (скидка 10%),,추가 캐릭터 구매 (10% 할인),,Ek karakter satın alın (%10 indirim),,
